"","NAME_0","NAME_1","NAME_2","NAME_3_unique","project_id","project_location_id","precision_code","geoname_id","place_name","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements","NAME_3","NAME_0.id","NAME_1.id","NAME_2.id","NAME_3.id"
"780","Uganda","Kabarole","Fort Portal","Southern Fort Portal",87299462583,"87299462583_7732226",2,7732226,"Fort Portal Municipality","ADM3","third-order administrative division","6295630|6255146|UG|W|443337|7732226","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal Municipality",1,1,1,"THE PROJECT FOR IMPROVING GARBAGE COLLECTION IN FORT PORTAL MUNICIPALITY","2009-02-27","start-actual","","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion",2009,2009,63100,0,63100,0,"Southern",1,13,59,930
"781","Uganda","Kabarole","Fort Portal","Western Fort Portal",87299223558,"87299223558_233476",1,233476,"Fort Portal","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443337|233476","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal",1,2,1,"RSISTAP - STUDIES","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion",1998,2008,29268292.682,21564609.164,791034.937351,582827.274703,"Western",1,13,59,960
"782","Uganda","Kabarole","Fort Portal","Western Fort Portal",8729938854,"8729938854_233476",1,233476,"Fort Portal","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443337|233476","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal",1,2,1,"ADB III POST PRIMARY EDUCATION EDUC & TRAINING","2006-07-09","start-actual","2012-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion",2006,2012,29455081.001,31126919.891,685001.883744,723881.85793,"Western",1,13,59,960
"783","Uganda","Kabarole","Fort Portal","Western Fort Portal",872992564,"872992564_233476",1,233476,"Fort Portal","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443337|233476","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal",1,2,1,"NATIONAL ENVIRONMENT MANAGEMENT AUTHORITY (NEMA)","2008-10-10","start-actual","2011-11-30","end-planned","International Development Association","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2001,2012,230993841.702,15131848.667,25665982.4113,1681316.51856,"Western",1,13,59,960
"784","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",8729922193,"8729922193_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"NORTHERN UGANDA SOCIAL ACTION FUND (NUSAF)","2012-02-09","start-actual","2014-08-31","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2009,2014,139410967.476,87588840.519,3767863.98584,2367265.95997,"Kaberamaido",1,14,69,299
"785","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",8729922263,"8729922263_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"SUPPORT TO POLICE - PRDP","2007-11-28","start-actual","2009-06-30","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion",2007,2009,4405286.343,0,115928.587974,0,"Kaberamaido",1,14,69,299
"786","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299463038,"87299463038_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"SOCIAL PROTECTION PILOT CASH TRANSFER (MOGLSP-MAXWELL)","2009-02-16","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","160","Other social infrastructure and services","Implementation",2009,2014,0,2332814.93,0,166629.637857,"Kaberamaido",1,14,69,299
"787","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299462865,"87299462865_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"OPM- UGANDA INVESTMENT AUTHORITY (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,777604.976,0,20463.2888421,"Kaberamaido",1,14,69,299
"788","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",8729924579,"8729924579_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Kaberamaido",1,14,69,299
"789","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299462391,"87299462391_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Kaberamaido",1,14,69,299
"790","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299463280,"87299463280_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"TRANSITIONAL SKILLS TRAINING FOR EMPLOYMENT (TSTE)","2010-09-13","start-actual","2015-03-31","end-planned","European Union","DAC","Uganda","UGA","110","Education","Implementation",2010,2015,730285.714,675135.508,121714.285667,112522.584667,"Kaberamaido",1,14,69,299
"791","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299463034,"87299463034_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"IMPROVING ACCESS TO HEALTH CARE IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation",2012,2012,0,466562.986,0,12277.9733158,"Kaberamaido",1,14,69,299
"792","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299462603,"87299462603_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"IMPLEMENTATION OF THE NATIONAL PLAN OF DISASTER PREPAREDNESS UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation",2012,2012,0,690548.122,0,18663.4627568,"Kaberamaido",1,14,69,299
"793","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299462866,"87299462866_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,0,0,0,"Kaberamaido",1,14,69,299
"794","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299463064,"87299463064_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"SOCIAL PROTECTION PROGRAMME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation",2012,2012,0,1958384.332,0,139884.595143,"Kaberamaido",1,14,69,299
"795","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",8729938740,"8729938740_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kaberamaido",1,14,69,299
"796","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",8729925127,"8729925127_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion",2008,2010,4698996.89,10315279.203,123657.812895,271454.715868,"Kaberamaido",1,14,69,299
"797","Uganda","Kaberamaido","Kaberamaido","Kaberamaido Kaberamaido",87299463027,"87299463027_448215",3,448215,"Kaberamaido District","ADM2","second-order administrative division","6295630|6255146|UG|E|448215","Earth|Africa|Uganda|Eastern Region|Kaberamaido District",1,1,1,"SUPPORT TO LOCAL GOV ASSOCIATION- CAPACITY BUILDING-NORTHERN UGANDA (PRDP)","2008-12-03","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2008,2014,0,155520.995,0,4092.65776316,"Kaberamaido",1,14,69,299
"798","Uganda","Kaberamaido","Kalaki","Otuboi Kalaki",87299462417,"87299462417_229705",1,229705,"Lwala","PPL","populated place","6295630|6255146|UG|E|448215|229705","Earth|Africa|Uganda|Eastern Region|Kaberamaido District|Lwala",1,2,1,"SUSTAIN (HIV/AIDS)","2010-06-11","start-actual","2015-06-10","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2010,2015,3.2e+07,15901000,2e+06,993812.5,"Otuboi",1,14,74,844
"799","Uganda","Kampala","Kampala","Central Division Kampala",87299463565,"87299463565_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"ADOLESCENT AND YOUNG PEOPLE SRHR (NAGURU TEENAGE CENTER)","2011-10-01","start-actual","2004-12-31","end-planned","Sweden","SWE","Uganda","UGA","160","Other social infrastructure and services","Implementation",2004,2012,0,1784064.765,0,198229.418333,"Central Division",1,16,76,236
"800","Uganda","Kampala","Kampala","Central Division Kampala",8729922662,"8729922662_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"CONSTRUCTION OF KAMPALA BY-PASS","1995-10-10","start-actual","2012-09-01","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Completion",1995,2012,44432047.886,54198836.805,44432047.886,54198836.805,"Central Division",1,16,76,236
"801","Uganda","Kampala","Kampala","Central Division Kampala",8729925285,"8729925285_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"KAMPALA SANITATION PROJECT","2007-12-20","start-actual","2015-12-31","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2004,2015,9963272.553,6117182.791,9963272.553,6117182.791,"Central Division",1,16,76,236
"802","Uganda","Kampala","Kampala","Central Division Kampala",87299465061,"87299465061_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"KAMPALA-ENTEBBE TRANSMISSION LINE","","start-actual","","end-planned","Germany","DEU","Uganda","UGA","230","Energy generation and supply","Implementation",2013,2013,22343941.248,0,5585985.312,0,"Central Division",1,16,76,236
"803","Uganda","Kampala","Kampala","Central Division Kampala",8729924579,"8729924579_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Central Division",1,16,76,236
"804","Uganda","Kampala","Kampala","Central Division Kampala",8729931539,"8729931539_232422",1,232422,"Kampala","PPLC","capital of a political entity","6295630|6255146|UG|C|443339|232422","Earth|Africa|Uganda|Central Region|Kampala District|Kampala",1,2,1,"REHABILITATION OF NAKIVUBO CHANNEL","1999-11-30","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",1999,2005,22147651.006,20100597.676,22147651.006,20100597.676,"Central Division",1,16,76,236
"805","Uganda","Kampala","Kampala","Central Division Kampala",872992175,"872992175_232422",2,232422,"Kampala","PPLC","capital of a political entity","6295630|6255146|UG|C|443339|232422","Earth|Africa|Uganda|Central Region|Kampala District|Kampala",2,2,1,"RECONSTRUCTION OF TORORO-SOROTI ROAD","2010-05-04","start-actual","2014-06-30","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Implementation",2010,2014,256748466.257,31833848.714,19749882.0198,2448757.59338,"Central Division",1,16,76,236
"806","Uganda","Kampala","Kampala","Central Division Kampala",87299463277,"87299463277_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"WORKERS' PAS-VALIDATION OF NON-FORMAL AND INFORMAL TRAINING","2010-11-30","start-actual","2015-06-30","end-planned","European Union","DAC","Uganda","UGA","110","Education","Implementation",2010,2015,702064.788,587780.094,140412.9576,117556.0188,"Central Division",1,16,76,236
"807","Uganda","Kampala","Kampala","Central Division Kampala",872992333,"872992333_232422",1,232422,"Kampala","PPLC","capital of a political entity","6295630|6255146|UG|C|443339|232422","Earth|Africa|Uganda|Central Region|Kampala District|Kampala",1,2,1,"ECONOMIC POLICY RESEARCH CENTRE","1993-07-09","start-actual","2012-12-31","end-planned","African Capacity Building Foundation","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",1993,2012,1500000,1687896,1500000,1687896,"Central Division",1,16,76,236
"808","Uganda","Kampala","Kampala","Central Division Kampala",87299462529,"87299462529_232422",2,232422,"Kampala","PPLC","capital of a political entity","6295630|6255146|UG|C|443339|232422","Earth|Africa|Uganda|Central Region|Kampala District|Kampala",2,2,1,"THE PROJECT FOR IMPROVEMENT OF PALLIATIVE CARE SERVICES FOR PEOPLE LIVING WITH HIV/AIDS","2010-09-28","start-actual","2011-03-22","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion",2010,2011,42659,40705.033,42659,40705.033,"Central Division",1,16,76,236
"809","Uganda","Kampala","Kampala","Central Division Kampala",87299463304,"87299463304_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"ADDRESSING CHALLENGES OF MIXED MIGRATION FLOWS IN UGANDA","2011-06-03","start-actual","2014-12-31","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2011,2014,2130681.818,1338073.875,1065340.909,669036.9375,"Central Division",1,16,76,236
"810","Uganda","Kampala","Kampala","Central Division Kampala",8729935438,"8729935438_232422",2,232422,"Kampala","PPLC","capital of a political entity","6295630|6255146|UG|C|443339|232422","Earth|Africa|Uganda|Central Region|Kampala District|Kampala",2,2,1,"ECONOMIC AND TECHNICAL COOPERATION 2012","2012-01-11","start-actual","","end-planned","China","CHN","Uganda","UGA","151","Government and civil society, general","Implementation",2012,2012,4726642.508,0,4726642.508,0,"Central Division",1,16,76,236
"811","Uganda","Kampala","Kampala","Central Division Kampala",87299462491,"87299462491_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"AGRICULTURAL PLANNING ADVISER","2013-05-29","start-actual","2013-05-28","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Implementation",2013,2013,5035.791,964.48,5035.791,964.48,"Central Division",1,16,76,236
"812","Uganda","Kampala","Kampala","Central Division Kampala",87299211147,"87299211147_443339",3,443339,"Kampala District","ADM2","second-order administrative division","6295630|6255146|UG|C|443339","Earth|Africa|Uganda|Central Region|Kampala District",1,1,1,"SUPPORT TO THERMAL POWER GENERATION","2007-06-27","start-actual","2013-12-13","end-planned","International Development Association|Norway","DAC|NOR","Uganda","UGA","230","Energy generation and supply","Completion",2007,2013,312574783.632,23737776.899,39071847.954,2967222.11238,"Central Division",1,16,76,236
